#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:33329391	(2020) Oncology and Pharmacogenomics Insights in Polycystic Ovary Syndrome: An Integrative Analysis.	7	127	1.67	0.00054	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000365777,9606.ENSP00000375844,9606.ENSP00000389814	MAPK1,PLIN1,STK11,PTEN,MTHFR,CAPN10,ADIPOQ
PMID:26771115	(2016) The Emerging Hallmarks of Cancer Metabolism.	4	72	1.67	0.0332	9606.ENSP00000304592,9606.ENSP00000349860,9606.ENSP00000361021,9606.ENSP00000377532	FASN,GFPT1,PTEN,PC
PMID:25446259	(2015) The interplay of NR4A receptors and the oncogene-tumor suppressor networks in cancer.	4	72	1.67	0.0332	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000344220,9606.ENSP00000361021	MAPK1,STK11,PDPK1,PTEN
PMID:35329973	(2022) Host Metabolic Changes during Mycobacterium Tuberculosis Infection Cause Insulin Resistance in Adult Mice.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:33903722	(2021) GHS-R suppression in adipose tissues protects against obesity and insulin resistance by regulating adipose angiogenesis and fibrosis.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:32124181	(2020) Critical Assessment of In Vitro and In Vivo Models to Study Marrow Adipose Tissue.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:33293421	(2020) Mechanisms by which adiponectin reverses high fat diet-induced insulin resistance in mice.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000377532,9606.ENSP00000389814	PLIN1,PC,ADIPOQ
PMID:29782940	(2019) Defining osteoblast and adipocyte lineages in the bone marrow.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:29575784	(2018) Accumulating Data to Optimally Predict Obesity Treatment (ADOPT): Recommendations from the Biological Domain.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:29661693	(2018) Phosphorylation of Beta-3 adrenergic receptor at serine 247 by ERK MAP kinase drives lipolysis in obese adipocytes.	3	18	2.15	0.0349	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000389814	MAPK1,PLIN1,ADIPOQ
PMID:29348746	(2017) Impact of Time-Restricted Feeding and Dawn-to-Sunset Fasting on Circadian Rhythm, Obesity, Metabolic Syndrome, and Nonalcoholic Fatty Liver Disease.	3	18	2.15	0.0349	9606.ENSP00000335074,9606.ENSP00000377532,9606.ENSP00000389814	GHRL,PC,ADIPOQ
PMID:26757949	(2016) CB1 receptor blockade counters age-induced insulin resistance and metabolic dysfunction.	3	18	2.15	0.0349	9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	GHRL,PTEN,ADIPOQ
PMID:27689985	(2016) Beneficial Effects of Tea and the Green Tea Catechin Epigallocatechin-3-gallate on Obesity.	3	18	2.15	0.0349	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:27837778	(2016) Nonalcoholic Fatty Liver Disease: Pathophysiology and Management.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:24587189	(2014) CB1 blockade potentiates down-regulation of lipogenic gene expression in perirenal adipose tissue in high carbohydrate diet-induced obesity.	3	18	2.15	0.0349	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:23896654	(2013) Dietary omega-3 fatty acid deficiency and high fructose intake in the development of metabolic syndrome, brain metabolic abnormalities, and non-alcoholic fatty liver disease.	3	18	2.15	0.0349	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:24132918	(2013) Loss of PTEN expression is associated with poor prognosis in patients with intraductal papillary mucinous neoplasms of the pancreas.	3	18	2.15	0.0349	9606.ENSP00000324856,9606.ENSP00000344220,9606.ENSP00000361021	STK11,PDPK1,PTEN
PMID:24284392	(2013) Lessons from mouse models of high-fat diet-induced NAFLD.	3	18	2.15	0.0349	9606.ENSP00000344220,9606.ENSP00000361021,9606.ENSP00000389814	PDPK1,PTEN,ADIPOQ
PMID:24376752	(2013) COH-SR4 reduces body weight, improves glycemic control and prevents hepatic steatosis in high fat diet-induced obese mice.	3	18	2.15	0.0349	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:22548055	(2012) The Interactions between Insulin and Androgens in Progression to Castrate-Resistant Prostate Cancer.	3	18	2.15	0.0349	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:20427674	(2010) Gestational diabetes mellitus and obesity.	3	18	2.15	0.0349	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:18445126	(2008) Role of AMP-activated protein kinase in the control of appetite.	3	18	2.15	0.0349	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:17658951	(2007) Genome-wide association scan shows genetic variants in the FTO gene are associated with obesity-related traits.	4	74	1.66	0.0349	9606.ENSP00000300055,9606.ENSP00000349860,9606.ENSP00000365777,9606.ENSP00000389814	PLIN1,GFPT1,MTHFR,ADIPOQ
PMID:35399507	(2022) The Impact of Metabolic Syndrome and Type 2 Diabetes Mellitus on Prostate Cancer.	4	75	1.66	0.0352	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000377532,9606.ENSP00000389814	FASN,PTEN,PC,ADIPOQ
PMID:32211323	(2020) Metabolic Plasticity in Chemotherapy Resistance.	4	75	1.66	0.0352	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	FASN,STK11,PTEN,ADIPOQ
PMID:31608282	(2019) SIRT1 in the Development and Treatment of Hepatocellular Carcinoma.	4	75	1.66	0.0352	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,FASN,STK11,PTEN
PMID:33314576	(2021) SPATA4 improves aging-induced metabolic dysfunction through promotion of preadipocyte differentiation and adipose tissue expansion.	3	19	2.13	0.0364	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:33837179	(2021) Smooth muscle-specific HuR knockout induces defective autophagy and atherosclerosis.	3	19	2.13	0.0364	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:33954190	(2021) MicroRNA Biomarkers of High-Grade Cervical Intraepithelial Neoplasia in Liquid Biopsy.	3	19	2.13	0.0364	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:34303022	(2021) Defective insulin-stimulated GLUT4 translocation in brown adipocytes induces systemic glucose homeostasis dysregulation independent of thermogenesis in female mice.	3	19	2.13	0.0364	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:32410704	(2020) Histone deacetylase 9 promoter hypomethylation associated with adipocyte dysfunction is a statin-related metabolic effect.	3	19	2.13	0.0364	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:30234098	(2018) Design, Synthesis and Biological Activity Evaluation of S-Substituted 1H-5-Mercapto-1,2,4-Triazole Derivatives as Antiproliferative Agents in Colorectal Cancer.	3	19	2.13	0.0364	9606.ENSP00000215832,9606.ENSP00000344220,9606.ENSP00000361021	MAPK1,PDPK1,PTEN
PMID:26232339	(2015) Symposium on advances in endometrial cancer epidemiology and biology.	3	19	2.13	0.0364	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:23804416	(2014) Vertical sleeve gastrectomy reduces hepatic steatosis while increasing serum bile acids in a weight-loss-independent manner.	3	19	2.13	0.0364	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:24960186	(2014) Caffeic acid derivatives inhibit the growth of colon cancer: involvement of the PI3-KAkt and AMPK signaling pathways.	3	19	2.13	0.0364	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:23085101	(2012) Gut-derived serotonin is a multifunctional determinant to fasting adaptation.	3	19	2.13	0.0364	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:18288279	(2008) Role of the peroxisome proliferator-activated receptors, adenosine monophosphate-activated kinase, and adiponectin in the ovary.	3	19	2.13	0.0364	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:33244879	(2021) Single-cell RNA sequencing and lipidomics reveal cell and lipid dynamics of fat infiltration in skeletal muscle.	4	78	1.64	0.0386	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	PLIN1,FASN,STK11,ADIPOQ
PMID:34535145	(2021) Cancer and diabetes: the interlinking metabolic pathways and repurposing actions of antidiabetic drugs.	4	78	1.64	0.0386	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,STK11,PTEN,ADIPOQ
PMID:29507653	(2018) The Potential and Action Mechanism of Polyphenols in the Treatment of Liver Diseases.	4	78	1.64	0.0386	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	FASN,STK11,PTEN,ADIPOQ
PMID:27658636	(2016) Oxygen availability and metabolic adaptations.	4	78	1.64	0.0386	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	PLIN1,FASN,STK11,PTEN
PMID:33716966	(2021) A Focused Review of the Metabolic Side-Effects of Clozapine.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:32573973	(2020) Disrupted minor intron splicing is prevalent in Mendelian disorders.	3	20	2.11	0.0394	9606.ENSP00000324856,9606.ENSP00000354901,9606.ENSP00000361021	STK11,CXCL9,PTEN
PMID:32631904	(2020) The D2 and D3 Sublineages of Human Papilloma Virus 16-Positive Cervical Cancer in Guatemala Differ in Integration Rate and Age of Diagnosis.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:33551872	(2020) The Role of Adiponectin in the Pathogenesis of Metabolic Disturbances in Patients With Schizophrenia.	3	20	2.11	0.0394	9606.ENSP00000335074,9606.ENSP00000365777,9606.ENSP00000389814	GHRL,MTHFR,ADIPOQ
PMID:30679932	(2019) Potential new biomarkers for endometrial cancer.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,PTEN,ADIPOQ
PMID:31877696	(2019) Interplay of an Obesity-Based Genetic Risk Score with Dietary and Endocrine Factors on Insulin Resistance.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000365777,9606.ENSP00000389814	PLIN1,MTHFR,ADIPOQ
PMID:29300344	(2018) Implications of Aquaglyceroporin 7 in Energy Metabolism.	3	20	2.11	0.0394	9606.ENSP00000293599,9606.ENSP00000300055,9606.ENSP00000335074	AQP5,PLIN1,GHRL
PMID:29468504	(2018) MCAM knockdown impairs PPARgamma expression and 3T3-L1 fibroblasts differentiation to adipocytes.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000389814	MAPK1,PLIN1,ADIPOQ
PMID:30513935	(2018) Differential Metabolic Responses to Adipose Atrophy Associated with Cancer Cachexia and Caloric Restriction in Rats and the Effect of Rikkunshito in Cancer Cachexia.	3	20	2.11	0.0394	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:28067832	(2017) Type 2 Diabetes Susceptibility in the Greek-Cypriot Population: Replication of Associations with TCF7L2, FTO, HHEX, SLC30A8 and IGF2BP2 Polymorphisms.	3	20	2.11	0.0394	9606.ENSP00000365777,9606.ENSP00000375844,9606.ENSP00000389814	MTHFR,CAPN10,ADIPOQ
PMID:28882900	(2017) Adipocyte Liver Kinase b1 Suppresses Beige Adipocyte Renaissance Through Class IIa Histone Deacetylase 4.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000389814	PLIN1,STK11,ADIPOQ
PMID:27401555	(2016) A microRNA program in the C. elegans hypodermis couples to intestinal mTORC2PQM-1 signaling to modulate fat transport.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000344220,9606.ENSP00000361021	PLIN1,PDPK1,PTEN
PMID:26074747	(2015) The impact of nandrolone decanoate on the central nervous system.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000335074,9606.ENSP00000389814	MAPK1,GHRL,ADIPOQ
PMID:24493648	(2014) Activation of MAPK overrides the termination of myelin growth and replaces Nrg1ErbB3 signals during Schwann cell development and myelination.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000361021	MAPK1,FASN,PTEN
PMID:24998914	(2014) Bone marrow adipose tissue is an endocrine organ that contributes to increased circulating adiponectin during caloric restriction.	3	20	2.11	0.0394	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:23298959	(2013) What distinguishes adipose tissue of severely obese humans who are insulin sensitive and resistant?	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000389814	PLIN1,STK11,ADIPOQ
PMID:23375388	(2013) GUCY2C: at the intersection of obesity and cancer.	3	20	2.11	0.0394	9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	GHRL,PTEN,ADIPOQ
PMID:22576211	(2012) Metformin accelerates the growth of BRAF V600E-driven melanoma by upregulating VEGF-A.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:22916028	(2012) PTEN negatively regulates MAPK signaling during Caenorhabditis elegans vulval development.	3	20	2.11	0.0394	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000361021	MAPK1,PLIN1,PTEN
PMID:22952953	(2012) The alteration of lipid metabolism in Burkitt lymphoma identifies a novel marker: adipophilin.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000361021	PLIN1,FASN,PTEN
PMID:21284985	(2011) Brain insulin controls adipose tissue lipolysis and lipogenesis.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:19136651	(2009) Pharmacological stimulation of NADH oxidation ameliorates obesity and related phenotypes in mice.	3	20	2.11	0.0394	9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000389814	PLIN1,STK11,ADIPOQ
PMID:19372545	(2009) AMP-activated protein kinase promotes human prostate cancer cell growth and survival.	3	20	2.11	0.0394	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:15784178	(2005) Understanding breast cancer risk -- where do we stand in 2005?	3	20	2.11	0.0394	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000365777	STK11,PTEN,MTHFR
PMID:34649149	(2022) Nuclear localization dictates hepatocarcinogenesis suppression by glycine N-methyltransferase.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000365777	STK11,PTEN,MTHFR
PMID:35204546	(2022) Adiponectin in Osteoarthritis: Pathophysiology, Relationship with Obesity and Presumptive Diagnostic Biomarker Potential.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:35046800	(2021) Natural AMPK Activators in Cardiovascular Disease Prevention.	4	82	1.62	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	STK11,GHRL,PTEN,ADIPOQ
PMID:31924761	(2020) O-GlcNAc transferase inhibits visceral fat lipolysis and promotes diet-induced obesity.	3	21	2.08	0.0411	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:32143602	(2020) A systematic analysis of natural alpha-glucosidase inhibitors from flavonoids of Radix scutellariae using ultrafiltration UPLC-TripleTOF-MSMS and network pharmacology.	3	21	2.08	0.0411	9606.ENSP00000215832,9606.ENSP00000344220,9606.ENSP00000389814	MAPK1,PDPK1,ADIPOQ
PMID:33271979	(2020) How Far Are We from Prescribing Fasting as Anticancer Medicine?	4	83	1.61	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	STK11,GHRL,PTEN,ADIPOQ
PMID:31277279	(2019) Possible Biomarkers for Cancer Immunotherapy.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000354901,9606.ENSP00000361021	STK11,CXCL9,PTEN
PMID:31627436	(2019) The Novel Phosphatidylinositol-3-Kinase (PI3K) Inhibitor Alpelisib Effectively Inhibits Growth of PTEN-Haploinsufficient Lipoma Cells.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000389814	FASN,PTEN,ADIPOQ
PMID:31804513	(2019) Exploring the Pharmacological Mechanism of Quercetin-Resveratrol Combination for Polycystic Ovary Syndrome: A Systematic Pharmacological Strategy-Based Research.	5	193	1.34	0.0411	9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000375844,9606.ENSP00000389814	PLIN1,STK11,GHRL,CAPN10,ADIPOQ
PMID:29320480	(2018) Pharmacological activation of REV-ERBs is lethal in cancer and oncogene-induced senescence.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:29999521	(2018) Hypothalamic AMPK and energy balance.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:30404151	(2018) AMP-Activated Protein Kinase (AMPK)-Dependent Regulation of Renal Transport.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000383199	STK11,GHRL,NEDD4L
PMID:28232370	(2017) EJE PRIZE 2017: Hypothalamic AMPK: a golden target against obesity?	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:28393905	(2017) Metabolomic characterisation of the effects of oncogenic PIK3CA transformation in a breast epithelial cell line.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000377532	FASN,PTEN,PC
PMID:28416361	(2017) Unraveling the Regulation of Hepatic Metabolism by Insulin.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000377532	FASN,PTEN,PC
PMID:28835570	(2017) AMP-activated protein kinase: a therapeutic target in intestinal diseases.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:26977813	(2016) Ipragliflozin Improves Hepatic Steatosis in Obese Mice and Liver Dysfunction in Type 2 Diabetic Patients Irrespective of Body Weight Reduction.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000389814	FASN,PTEN,ADIPOQ
PMID:27120622	(2016) A Heterozygous ZMPSTE24 Mutation Associated with Severe Metabolic Syndrome, Ectopic Fat Accumulation, and Dilated Cardiomyopathy.	3	21	2.08	0.0411	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:27462784	(2016) Ligand activated progesterone receptor B drives autophagy-senescence transition through a Beclin-1Bcl-2 dependent mechanism in human breast cancer cells.	3	21	2.08	0.0411	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:29074190	(2016) Molecular events leading to HPV-induced high grade neoplasia.	3	21	2.08	0.0411	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:26045281	(2015) Bile Acid Signaling: Mechanism for Bariatric Surgery, Cure for NASH?	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:24850385	(2014) AMP-activated protein kinase: maintaining energy homeostasis at the cellular and whole-body levels.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:25594070	(2014) In silico functional analyses and discovery of survival-associated microRNA signatures in pediatric osteosarcoma.	3	21	2.08	0.0411	9606.ENSP00000215832,9606.ENSP00000361021,9606.ENSP00000383199	MAPK1,PTEN,NEDD4L
PMID:23993424	(2013) Elevated adiponectin expression promotes adipose tissue vascularity under conditions of diet-induced obesity.	3	21	2.08	0.0411	9606.ENSP00000300055,9606.ENSP00000389814,9606.ENSP00000480150	PLIN1,ADIPOQ,HYOU1
PMID:22407012	(2012) Hedgehog-mediated regulation of PPARgamma controls metabolic patterns in neural precursors and shh-driven medulloblastoma.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:22517657	(2012) The role of liver fructose-1,6-bisphosphatase in regulating appetite and adiposity.	3	21	2.08	0.0411	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000349860	FASN,GHRL,GFPT1
PMID:22919323	(2012) Metabolic basis for thyroid hormone liver preconditioning: upregulation of AMP-activated protein kinase signaling.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:23185203	(2012) Metformin and its clinical use: new insights for an old drug in clinical practice.	3	21	2.08	0.0411	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:33008042	(2020) The Warburg Effect 97 Years after Its Discovery.	4	84	1.61	0.0418	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	FASN,STK11,PTEN,PC
PMID:33802174	(2021) Comparative Analysis of Genetic Alterations, HPV-Status, and PD-L1 Expression in Neuroendocrine Carcinomas of the Cervix.	3	22	2.06	0.0422	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:34439477	(2021) Proanthocyanidins and Where to Find Them: A Meta-Analytic Approach to Investigate Their Chemistry, Biosynthesis, Distribution, and Effect on Human Health.	4	85	1.6	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000349860,9606.ENSP00000389814	PLIN1,FASN,GFPT1,ADIPOQ
PMID:32046061	(2020) Ginsenoside Rg3 Induces Browning of 3T3-L1 Adipocytes by Activating AMPK Signaling.	3	22	2.06	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:32197417	(2020) Ellagic Acid and Urolithins A and B Differentially Regulate Fat Accumulation and Inflammation in 3T3-L1 Adipocytes While Not Affecting Adipogenesis and Insulin Sensitivity.	3	22	2.06	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:33194937	(2020) Metformin and Chemoprevention: Potential for Heart-Healthy Targeting of Biologically Aggressive Breast Cancer.	3	22	2.06	0.0422	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:33207796	(2020) Identification of Milk Fat Metabolism-Related Pathways of the Bovine Mammary Gland during Mid and Late Lactation and Functional Verification of the ACSL4 Gene.	3	22	2.06	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:31564558	(2019) Metabolic Diversity in Human Non-Small Cell Lung Cancer Cells.	3	22	2.06	0.0422	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	STK11,PTEN,PC
PMID:31706507	(2019) Tissue Site and the Cancer Immunity Cycle.	3	22	2.06	0.0422	9606.ENSP00000324856,9606.ENSP00000354901,9606.ENSP00000361021	STK11,CXCL9,PTEN
PMID:29690901	(2018) CXCL91011, a regulator of PD-L1 expression in gastric cancer.	3	22	2.06	0.0422	9606.ENSP00000324856,9606.ENSP00000354901,9606.ENSP00000361021	STK11,CXCL9,PTEN
PMID:30242113	(2018) CAMKK2 Promotes Prostate Cancer Independently of AMPK via Increased Lipogenesis.	3	22	2.06	0.0422	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:31225456	(2018) Attenuating MKRN1 E3 ligase-mediated AMPKalpha suppression increases tolerance against metabolic stresses in mice.	3	22	2.06	0.0422	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:28462074	(2017) Hypothalamic growth hormone receptor (GHR) controls hepatic glucose production in nutrient-sensing leptin receptor (LepRb) expressing neurons.	3	22	2.06	0.0422	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:28752043	(2017) Adipocyte lipid synthesis coupled to neuronal control of thermogenic programming.	3	22	2.06	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:29034085	(2017) AMP-activated protein kinase - not just an energy sensor.	3	22	2.06	0.0422	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000349860	STK11,GHRL,GFPT1
PMID:26880110	(2016) Tenomodulin promotes human adipocyte differentiation and beneficial visceral adipose tissue expansion.	3	22	2.06	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:27851965	(2016) Adipose Snail1 Regulates Lipolysis and Lipid Partitioning by Suppressing Adipose Triacylglycerol Lipase Expression.	3	22	2.06	0.0422	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:26080840	(2015) Genome Analysis of Latin American Cervical Cancer: Frequent Activation of the PIK3CA Pathway.	3	22	2.06	0.0422	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:26473154	(2015) Molecular Targeting of ERKsRSK2 Signaling Axis in Cancer Prevention.	3	22	2.06	0.0422	9606.ENSP00000215832,9606.ENSP00000262752,9606.ENSP00000324856	MAPK1,RPS6KA6,STK11
PMID:24192926	(2014) Proteomic characterization of breast cancer xenografts identifies early and late bevacizumab-induced responses and predicts effective drug combinations.	3	22	2.06	0.0422	9606.ENSP00000215832,9606.ENSP00000344220,9606.ENSP00000361021	MAPK1,PDPK1,PTEN
