#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0060255	Regulation of macromolecule metabolic process	21	6407	0.3	0.0133	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,BASP1,PDE5A,DNMT1,CTGF,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0045596	Negative regulation of cell differentiation	7	728	0.77	0.0136	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000352516,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,HDAC4,STAT3,DNMT1,ADCYAP1,GREM1
GO Process	GO:0001525	Angiogenesis	5	315	0.99	0.0141	9606.ENSP00000006053,9606.ENSP00000356954,9606.ENSP00000362524,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,CTGF,ANGPTL2,FGFR1,GREM1
GO Process	GO:1901214	Regulation of neuron death	5	317	0.98	0.0144	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000379975	CX3CL1,HDAC4,STAT3,ERBB3,ILK
GO Process	GO:0009966	Regulation of signal transduction	14	3107	0.44	0.0156	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,RPS6KA6,STAT3,ERBB3,PDE5A,CTGF,XIAP,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0030324	Lung development	4	170	1.16	0.0156	9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000393312,9606.ENSP00000418525	CTGF,RBP4,FGFR1,MME
GO Process	GO:0051897	Positive regulation of protein kinase b signaling	4	170	1.16	0.0156	9606.ENSP00000006053,9606.ENSP00000267101,9606.ENSP00000379975,9606.ENSP00000393312	CX3CL1,ERBB3,ILK,FGFR1
GO Process	GO:0030335	Positive regulation of cell migration	6	522	0.85	0.0160	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000379975,9606.ENSP00000393312	CX3CL1,ENPP2,HDAC4,STAT3,ILK,FGFR1
GO Process	GO:0009892	Negative regulation of metabolic process	14	3124	0.44	0.0161	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,RPS6KA6,HDAC4,STAT3,BASP1,DNMT1,CTGF,CNR1,XIAP,ILK,FGFR1,GREM1
GO Process	GO:0060420	Regulation of heart growth	3	67	1.44	0.0169	9606.ENSP00000319281,9606.ENSP00000360522,9606.ENSP00000393312	BASP1,RBP4,FGFR1
GO Process	GO:0048638	Regulation of developmental growth	5	333	0.96	0.0170	9606.ENSP00000264657,9606.ENSP00000319281,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000393312	STAT3,BASP1,RBP4,ILK,FGFR1
GO Process	GO:0051338	Regulation of transferase activity	8	1036	0.67	0.0174	9606.ENSP00000235310,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	MAD2L2,ERBB3,PDE5A,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0007399	Nervous system development	12	2371	0.49	0.0178	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:0032269	Negative regulation of cellular protein metabolic process	8	1043	0.67	0.0178	9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264657,9606.ENSP00000352516,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000478319	MAD2L2,PEBP1,RPS6KA6,STAT3,DNMT1,XIAP,ILK,GREM1
GO Process	GO:2001223	Negative regulation of neuron migration	2	12	2.01	0.0185	9606.ENSP00000006053,9606.ENSP00000264657	CX3CL1,STAT3
GO Process	GO:0050795	Regulation of behavior	3	71	1.41	0.0188	9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000358513	HDAC4,STAT3,CNR1
GO Process	GO:0048513	Animal organ development	14	3197	0.43	0.0190	9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CDH1,HDAC4,STAT3,ERBB3,BASP1,CTGF,RBP4,ILK,TF,FGFR1,MME,EBF2,ADCYAP1,GREM1
GO Process	GO:0050727	Regulation of inflammatory response	5	351	0.94	0.0203	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000462647	CX3CL1,STAT3,CNR1,XIAP,ADCYAP1
GO Process	GO:0043900	Regulation of multi-organism process	3	74	1.39	0.0207	9606.ENSP00000264606,9606.ENSP00000347046,9606.ENSP00000358513	HDAC4,PDE5A,CNR1
GO Process	GO:0055119	Relaxation of cardiac muscle	2	13	1.97	0.0207	9606.ENSP00000347046,9606.ENSP00000440045	PDE5A,ATP2A2
GO Process	GO:0050731	Positive regulation of peptidyl-tyrosine phosphorylation	4	196	1.1	0.0229	9606.ENSP00000259486,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000478319	ENPP2,STAT3,ERBB3,GREM1
GO Process	GO:0014898	Cardiac muscle hypertrophy in response to stress	2	14	1.94	0.0230	9606.ENSP00000264606,9606.ENSP00000440045	HDAC4,ATP2A2
GO Process	GO:0019233	Sensory perception of pain	3	78	1.37	0.0230	9606.ENSP00000358513,9606.ENSP00000418525,9606.ENSP00000462647	CNR1,MME,ADCYAP1
GO Process	GO:0022603	Regulation of anatomical structure morphogenesis	8	1095	0.65	0.0230	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264657,9606.ENSP00000319281,9606.ENSP00000355751,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,ENPP2,STAT3,BASP1,THBS2,ILK,FGFR1,GREM1
GO Process	GO:0010605	Negative regulation of macromolecule metabolic process	13	2875	0.44	0.0239	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,RPS6KA6,HDAC4,STAT3,BASP1,DNMT1,CTGF,XIAP,ILK,FGFR1,GREM1
GO Process	GO:0050767	Regulation of neurogenesis	7	828	0.71	0.0239	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,STAT3,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:0002864	Regulation of acute inflammatory response to antigenic stimulus	2	15	1.91	0.0247	9606.ENSP00000358513,9606.ENSP00000462647	CNR1,ADCYAP1
GO Process	GO:0042359	Vitamin d metabolic process	2	15	1.91	0.0247	9606.ENSP00000216862,9606.ENSP00000393312	CYP24A1,FGFR1
GO Process	GO:0045820	Negative regulation of glycolytic process	2	15	1.91	0.0247	9606.ENSP00000264606,9606.ENSP00000264657	HDAC4,STAT3
GO Process	GO:0043502	Regulation of muscle adaptation	3	82	1.35	0.0250	9606.ENSP00000264606,9606.ENSP00000347046,9606.ENSP00000440045	HDAC4,PDE5A,ATP2A2
GO Process	GO:0048878	Chemical homeostasis	8	1124	0.64	0.0254	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000385834,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,STAT3,CNR1,XIAP,RBP4,TF,ATP2A2,ADCYAP1
GO Process	GO:0060249	Anatomical structure homeostasis	5	380	0.91	0.0256	9606.ENSP00000006053,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000385834	CX3CL1,CTGF,CNR1,RBP4,TF
GO Process	GO:0051049	Regulation of transport	10	1776	0.54	0.0262	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CDH1,ERBB3,CNR1,RBP4,TF,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0042772	DNA damage response, signal transduction resulting in transcription	2	16	1.88	0.0264	9606.ENSP00000235310,9606.ENSP00000262752	MAD2L2,RPS6KA6
GO Process	GO:0060231	Mesenchymal to epithelial transition	2	16	1.88	0.0264	9606.ENSP00000319281,9606.ENSP00000478319	BASP1,GREM1
GO Process	GO:0070887	Cellular response to chemical stimulus	13	2919	0.44	0.0264	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,CYP24A1,CDH1,HDAC4,STAT3,DNMT1,CTGF,ILK,TF,FGFR1,MME,ATP2A2,ADCYAP1
GO Process	GO:1905564	Positive regulation of vascular endothelial cell proliferation	2	16	1.88	0.0264	9606.ENSP00000264657,9606.ENSP00000393312	STAT3,FGFR1
GO Process	GO:0031400	Negative regulation of protein modification process	6	602	0.78	0.0265	9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000352516,9606.ENSP00000379975,9606.ENSP00000478319	MAD2L2,PEBP1,RPS6KA6,DNMT1,ILK,GREM1
GO Process	GO:1901215	Negative regulation of neuron death	4	211	1.06	0.0265	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000379975	CX3CL1,STAT3,ERBB3,ILK
GO Process	GO:0001657	Ureteric bud development	3	86	1.33	0.0268	9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	ILK,FGFR1,GREM1
GO Process	GO:0033993	Response to lipid	7	858	0.7	0.0268	9606.ENSP00000216862,9606.ENSP00000264657,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000440045,9606.ENSP00000462647	CYP24A1,STAT3,CTGF,CNR1,RBP4,ATP2A2,ADCYAP1
GO Process	GO:0043523	Regulation of neuron apoptotic process	4	212	1.06	0.0268	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000267101,9606.ENSP00000379975	CX3CL1,HDAC4,ERBB3,ILK
GO Process	GO:0048661	Positive regulation of smooth muscle cell proliferation	3	88	1.32	0.0280	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000352516	CX3CL1,HDAC4,DNMT1
GO Process	GO:2000177	Regulation of neural precursor cell proliferation	3	88	1.32	0.0280	9606.ENSP00000006053,9606.ENSP00000379975,9606.ENSP00000462647	CX3CL1,ILK,ADCYAP1
GO Process	GO:2000380	Regulation of mesoderm development	2	17	1.86	0.0280	9606.ENSP00000262752,9606.ENSP00000393312	RPS6KA6,FGFR1
GO Process	GO:0006355	Regulation of transcription, dna-templated	14	3388	0.4	0.0286	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,SETD7,BASP1,DNMT1,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0110110	Positive regulation of animal organ morphogenesis	3	89	1.31	0.0286	9606.ENSP00000319281,9606.ENSP00000393312,9606.ENSP00000478319	BASP1,FGFR1,GREM1
GO Process	GO:0044092	Negative regulation of molecular function	8	1163	0.62	0.0290	9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000264606,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000440045,9606.ENSP00000462647	MAD2L2,PEBP1,HDAC4,CNR1,XIAP,ILK,ATP2A2,ADCYAP1
GO Process	GO:0030510	Regulation of bmp signaling pathway	3	90	1.31	0.0291	9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000478319	XIAP,ILK,GREM1
GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis	7	883	0.69	0.0300	9606.ENSP00000006053,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,CTGF,RBP4,ANGPTL2,ILK,FGFR1,GREM1
GO Process	GO:0010468	Regulation of gene expression	17	4813	0.33	0.0307	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,ERBB3,SETD7,BASP1,DNMT1,CTGF,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0055065	Metal ion homeostasis	6	629	0.77	0.0307	9606.ENSP00000006053,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000385834,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,CNR1,XIAP,TF,ATP2A2,ADCYAP1
GO Process	GO:0043066	Negative regulation of apoptotic process	7	893	0.68	0.0315	9606.ENSP00000006053,9606.ENSP00000267101,9606.ENSP00000352516,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,ERBB3,DNMT1,XIAP,ILK,ADCYAP1,GREM1
GO Process	GO:0042063	Gliogenesis	4	228	1.03	0.0320	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000379975	CX3CL1,STAT3,ERBB3,ILK
GO Process	GO:0031324	Negative regulation of cellular metabolic process	12	2630	0.45	0.0339	9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	MAD2L2,PEBP1,RPS6KA6,HDAC4,STAT3,BASP1,DNMT1,CNR1,XIAP,ILK,FGFR1,GREM1
GO Process	GO:0072009	Nephron epithelium development	3	98	1.27	0.0345	9606.ENSP00000319281,9606.ENSP00000379975,9606.ENSP00000478319	BASP1,ILK,GREM1
GO Process	GO:0006950	Response to stress	14	3485	0.39	0.0351	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,MAD2L2,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,CTGF,XIAP,CD59,ILK,TF,ATP2A2,ADCYAP1
GO Process	GO:0035239	Tube morphogenesis	6	656	0.75	0.0358	9606.ENSP00000006053,9606.ENSP00000356954,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,CTGF,ANGPTL2,ILK,FGFR1,GREM1
GO Process	GO:0061213	Positive regulation of mesonephros development	2	21	1.77	0.0367	9606.ENSP00000319281,9606.ENSP00000478319	BASP1,GREM1
GO Process	GO:0051090	Regulation of dna-binding transcription factor activity	5	437	0.84	0.0390	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000478319	CX3CL1,MAD2L2,HDAC4,STAT3,GREM1
GO Process	GO:0062014	Negative regulation of small molecule metabolic process	3	104	1.25	0.0390	9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000358513	HDAC4,STAT3,CNR1
GO Process	GO:0051046	Regulation of secretion	6	686	0.73	0.0434	9606.ENSP00000267101,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647	ERBB3,CNR1,RBP4,FGFR1,ATP2A2,ADCYAP1
GO Process	GO:0065008	Regulation of biological quality	15	4042	0.36	0.0449	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,STAT3,THBS2,CTGF,CNR1,XIAP,RBP4,CD59,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1
GO Process	GO:0051570	Regulation of histone h3-k9 methylation	2	24	1.71	0.0450	9606.ENSP00000274031,9606.ENSP00000352516	SETD7,DNMT1
GO Process	GO:0045822	Negative regulation of heart contraction	2	25	1.69	0.0481	9606.ENSP00000347046,9606.ENSP00000440045	PDE5A,ATP2A2
GO Process	GO:0060259	Regulation of feeding behavior	2	25	1.69	0.0481	9606.ENSP00000264657,9606.ENSP00000358513	STAT3,CNR1
GO Process	GO:0043406	Positive regulation of map kinase activity	4	265	0.97	0.0496	9606.ENSP00000347046,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312	PDE5A,ILK,TF,FGFR1
GO Process	GO:0071310	Cellular response to organic substance	11	2369	0.45	0.0498	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,CYP24A1,CDH1,HDAC4,STAT3,DNMT1,CTGF,ILK,FGFR1,MME,ADCYAP1
GO Function	GO:0005488	Binding	32	12516	0.19	0.0020	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000235310,9606.ENSP00000256999,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274024,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000362524,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,MAD2L2,FOLH1,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,FABP2,SETD7,BASP1,PDE5A,DNMT1,THBS2,CTGF,CNR1,XIAP,RBP4,CAP1,ANGPTL2,CD59,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Function	GO:0005515	Protein binding	24	7026	0.32	0.0126	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000361883,9606.ENSP00000362524,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,PEBP1,CDH1,HDAC4,STAT3,ERBB3,SETD7,BASP1,CTGF,CNR1,XIAP,CAP1,ANGPTL2,CD59,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Function	GO:0005102	Signaling receptor binding	11	1581	0.63	0.0275	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000356954,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,ERBB3,CTGF,ANGPTL2,ILK,TF,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Component	GO:0005576	Extracellular region	18	4166	0.42	0.0188	9606.ENSP00000006053,9606.ENSP00000256999,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000362524,9606.ENSP00000379191,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,FOLH1,ENPP2,PEBP1,CDH1,ERBB3,BASP1,THBS2,CTGF,RBP4,CAP1,ANGPTL2,CD59,TF,FGFR1,MME,ADCYAP1,GREM1
GO Component	GO:0005615	Extracellular space	16	3195	0.49	0.0188	9606.ENSP00000006053,9606.ENSP00000256999,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000362524,9606.ENSP00000379191,9606.ENSP00000385834,9606.ENSP00000418525,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,FOLH1,ENPP2,PEBP1,CDH1,ERBB3,BASP1,CTGF,RBP4,CAP1,ANGPTL2,CD59,TF,MME,ADCYAP1,GREM1
KEGG	hsa05206	MicroRNAs in cancer	5	160	1.28	0.0022	9606.ENSP00000216862,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000352516	CYP24A1,HDAC4,STAT3,ERBB3,DNMT1
KEGG	hsa05100	Bacterial invasion of epithelial cells	3	70	1.42	0.0382	9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000379975	MAD2L2,CDH1,ILK
WikiPathways	WP5090	Complement system in neuronal development and plasticity	4	105	1.37	0.0196	9606.ENSP00000006053,9606.ENSP00000360242,9606.ENSP00000361883,9606.ENSP00000379191	CX3CL1,XIAP,CAP1,CD59
DISEASES	DOID:4	Disease	22	5921	0.36	0.0364	9606.ENSP00000216862,9606.ENSP00000235310,9606.ENSP00000256999,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274024,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379191,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000478319	CYP24A1,MAD2L2,FOLH1,ENPP2,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,FABP2,PDE5A,DNMT1,THBS2,CTGF,CNR1,XIAP,RBP4,CD59,FGFR1,MME,ATP2A2,GREM1
TISSUES	BTO:0000759	Liver	15	1882	0.69	0.00013	9606.ENSP00000256999,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045	FOLH1,PEBP1,CDH1,STAT3,ERBB3,SETD7,DNMT1,CTGF,RBP4,CAP1,CD59,TF,FGFR1,MME,ATP2A2
TISSUES	BTO:0000345	Digestive gland	16	2645	0.57	0.00084	9606.ENSP00000256999,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045	FOLH1,PEBP1,CDH1,STAT3,ERBB3,SETD7,BASP1,DNMT1,CTGF,RBP4,CAP1,CD59,TF,FGFR1,MME,ATP2A2
TISSUES	BTO:0000511	Gastrointestinal tract	13	1680	0.67	0.00084	9606.ENSP00000256999,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000274024,9606.ENSP00000356954,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000478319	FOLH1,PEBP1,CDH1,ERBB3,FABP2,CTGF,CAP1,CD59,ILK,TF,FGFR1,ATP2A2,GREM1
