#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:22174787	(2011) Genome characterization of the oleaginous fungus Mortierella alpina.	10	87	2.31	2.45e-16	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
PMID:21087281	(1990) Direct isolation of vacuoles from leaf tissue of lettuce (Lactuca sativa) retaining protoplasts within the leaves.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2110163	(1990) Mitochondrial phosphoenolpyruvate carboxykinase from the chicken. Comparison of the cDNA and protein sequences with the cytosolic isozyme.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:2176793	(1990) An efficient method for introducing block mutations into specific regions of a gene.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:2185901	(1990) Increased drug resistance following retroviral gene transfer of a chimeric P-enolpyruvate carboxykinase (GTP)-bacterial O6-alkylguanine-DNA alkyltransferase gene into NRK cells.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:2241987	(1990) Purification and properties of pyruvate kinase from Dictyostelium discoideum.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:2253346	(1990) Kinetic measurement of bicarbonate in serum by thiocyanate inhibition of wheat germ phosphoenolpyruvate carboxylase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2354196	(1990) Pyruvate kinase from cytosolic fractions of the Ehrlich ascites tumour, normal mouse liver and skeletal muscle.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:2377615	(1990) Glyoxysomal malate dehydrogenase from watermelon is synthesized with an amino-terminal transit peptide.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2407342	(1990) High level, regulated expression of the chimeric P-enolpyruvate carboxykinase (GTP)-bacterial O6-alkylguanine-DNA alkyltransferase (ada) gene in transgenic mice.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:20504450	(1989) Induction of NADP-dependent malic dehydrogenase activity in brain of singi fish, heteropneustes fossilis (bloch), by 3,5,3?-triiodothyronine.	2	2	3.25	0.0098	9606.ENSP00000358719,9606.ENSP00000438144	ME1,MDH1
PMID:2518639	(1989) Inhibition of several enzymes by gold compounds. II. beta-Glucuronidase, acid phosphatase and L-malate dehydrogenase by sodium thiomalatoraurate (I), sodium thiosulfatoaurate (I) and thioglucosoaurate (I).	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2720976	(1989) Enzymatic determination of potassium in serum.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:2767551	(1989) Purification and properties of cytoplasmic malate dehydrogenase from Taenia crassiceps (Zeder, 1800) cysticerci.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2910350	(1989) Time-resolved fluorescence studies on NADH bound to mitochondrial malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2930509	(1989) Purification and molecular properties of malate dehydrogenase from the marine diatom Nitzschia alba.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24221711	(1988) Regulation of malic-acid metabolism in Crassulacean-acid-metabolism plants in the dark and light: In-vivo evidence from (13)C-labeling patterns after (13)CO 2 fixation.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:2454465	(1988) Evidence for a cAMP-dependent nuclear factor capable of interacting with a specific region of a eukaryotic gene.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:28563874	(1988) reproductive isolation and distinct population structures in two types of the freshwater shrimp palaemon paucidens.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3162212	(1988) Identification of cytoplasmic nodule-associated forms of malate dehydrogenase involved in the symbiosis between Rhizobium leguminosarum and Pisum sativum.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3260111	(1988) Kinetic studies of Haemophilus influenzae malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3344004	(1988) Purification and characterization of a metabolite-regulated pyruvate kinase from Leishmania major promastigotes.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3379635	(1988) Structural organization of the mouse mitochondrial malate dehydrogenase gene.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3395623	(1988) Stability and immunological cross-reactivity of malate dehydrogenases from mesophilic and thermophilic sources.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3401505	(1988) Pyruvate kinase isoenzymes in chromatin extracts of Ehrlich ascites tumour, Morris hepatoma 7777 and normal mouse and rat livers.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3408478	(1988) Relative mobility and activity of leaf malate dehydrogenase in flax (Linum usitatissimum) genotrophs and genotypes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3029767	(1987) Developmental acquisition of DNase I sensitivity of the phosphoenolpyruvate carboxykinase (GTP) gene in rat liver.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:3115624	(1987) Use of malate dehydrogenase immobilized on the dialyzer groove of the Autoanalyzer II for serum aspartate aminotransferase determination.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3297035	(1987) Purification and kinetic properties of pyruvate kinase isoenzymes of Salmonella typhimurium.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3312200	(1987) Cloning and sequence analysis of cDNAs encoding mammalian cytosolic malate dehydrogenase. Comparison of the amino acid sequences of mammalian and bacterial malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3571248	(1987) Quantitation of the interaction between citrate synthase and malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000342056,9606.ENSP00000438144	CS,MDH1
PMID:3591372	(1987) Enzyme levels of the NADH shuttle systems: measurements in isolated muscle fibres from humans of differing physical activity.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:3611022	(1987) Purification and properties of two isozymes of pyruvate kinase from Mucor racemosus.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16664940	(1986) Malate Metabolism in Leaf Mitochondria from the Crassulacean Acid Metabolism Plant Kalanchoe blossfeldiana Poelln.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24232764	(1986) Sequence homologies between glyoxysomal and mitochondrial malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3094011	(1986) Nucleotide sequence of the mRNA encoding the cytosolic form of phosphoenolpyruvate carboxykinase (GTP) from the chicken.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:3095020	(1986) Adaptation of Drosophila enzymes to temperature--V. Heat shock effect on the malate dehydrogenase of Drosophila melanogaster.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3458808	(1986) Linkage relationships among 12 enzyme loci in cattle fever ticks of the genus Boophilus.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3460089	(1986) Trans regulation of the phosphoenolpyruvate carboxykinase (GTP) gene, identified by deletions in chromosome 7 of the mouse.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:3467680	(1986) Physical and catalytic properties of pyruvate kinase from pig dental pulp.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3730399	(1986) Effects of Mn2+ on the exchange reaction of phosphoenolpyruvate carboxykinase in the presence of high concentrations of Mg2+.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:3768404	(1986) Action of surfactants on porcine heart malate dehydrogenase isoenzymes and a simple method for the differential assay of these isoenzymes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3778916	(1986) A study of the allosteric kinetics of Phycomyces pyruvate kinase as judged by the effect of L-alanine and fructose 1,6-bisphosphate.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3957187	(1986) Phosphoenolpyruvate carboxykinase activity in human liver.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:17246296	(1985) Genetic analysis of isozyme variants in diploid and tetraploid potatoes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2409556	(1985) Processing of phosphoenolpyruvate carboxykinase (GTP) RNA in vivo.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:2985051	(1985) Archaebacterial malate dehydrogenases. The enzymes from the thermoacidophilic organisms Sulfolobus acidocaldarius and Thermoplasma acidophilum show A-side stereospecificity for NAD+.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:2990559	(1985) Binary and ternary complexes of malate dehydrogenase with substrates and substrate analogs.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3890954	(1985) The effect of pH on the interaction of substrates and effector to yeast and rabbit muscle pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3920304	(1985) Localization of a dosage sensitive region for pyruvate kinase in Drosophila melanogaster.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3965076	(1985) Pyruvate kinase in normal human thyroid tissue and thyroid neoplasms.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3967050	(1985) Increased biosynthesis of pyruvate kinase under hypoxic conditions in mammalian cells.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3970941	(1985) Purification of particulate malate dehydrogenase and phosphoenolpyruvate carboxykinase from Leishmania mexicana mexicana.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:3985618	(1985) Regulation of mitochondrial malate dehydrogenase: kinetic modulation independent of subunit interaction.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:4075224	(1985) Cytoplasmic malate dehydrogenase from Phycomyces blakesleeanus: kinetics and mechanism.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:23195717	(1984) Carbohydrate Reserve and Dark Carbon Fixation in the Brown Macroalga, Laminaria hyperborea.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:24253098	(1984) Import of in-vitro-synthesized glyoxysomal malate dehydrogenase into isolated watermelon glyoxysomes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6096380	(1984) Induction by cAMP of the mRNA encoding the cytosolic form of phosphoenolpyruvate carboxykinase (GTP) from the chicken. Identification and characterization of a cDNA clone for the enzyme.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6096381	(1984) The gene encoding the cytosolic form of phosphoenolpyruvate carboxykinase (GTP) from the chicken.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6331423	(1984) Cyclic AMP-dependent phosphorylation of erythrocyte variant pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6388641	(1984) Phosphoenolpyruvate carboxykinase in mouse pancreatic islets. ATP-induced changes in sensitivity to Mn2+ activation.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6466310	(1984) Effect of 5-bromodeoxyuridine on the appearance of the liver isoenzyme of pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6469942	(1984) Purification and properties of mitochondrial malate dehydrogenase from unfertilized eggs of the sea urchin, Anthocidaris crassispina.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6522099	(1984) [Multiple forms of malate dehydrogenase (EC 1.1.1.37) in Crithidia asclepii and C. oncopelti (Mastigophora, Trypanosomatidae)].	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6733120	(1984) Dissociation of mitochondrial malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6746606	(1984) Reversible denaturation of thermophilic malate dehydrogenase by guanidine hydrochloride and acid.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24258132	(1983) The regulation of synthesis of mitochondrial enzymes in regreening and division-synchronized Euglena cultures.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6135415	(1983) The relationship between glutamate deamination and gluconeogenesis in kidney.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6304730	(1983) Isolation and characterization of the gene coding for cytosolic phosphoenolpyruvate carboxykinase (GTP) from the rat.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6362733	(1983) Free energy dissipation of the pyruvate kinase reaction has a minimum at cell metabolite concentrations.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6414330	(1983) The enzymatic determination of bicarbonate and CO2 in reagents and buffer solutions.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6614924	(1983) Purification and properties of pyruvate kinase from Mycobacterium smegmatis.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6824584	(1983) Studies with human erythrocyte pyruvate kinase (PK): effects of modification of sulfhydryl groups.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6840832	(1983) Purification and properties of pyruvate kinase from Streptococcus sanguis and activator specificity of pyruvate kinase from oral streptococci.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6848487	(1983) Immunochemical analysis of respiratory-chain components of micrococcus luteus (lysodeikticus).	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6859860	(1983) Decrease of renal phosphoenolpyruvate carboxykinase RNA and poly(A)+ RNA level by ochratoxin A.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6862029	(1983) Phosphoenolpyruvate shuttle--transport of energy from mitochondria to cytosol.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6877281	(1983) Occurrence and role of phosphoenolpyruvate carboxykinase in procyclic Trypanosoma brucei brucei glycosomes.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6178340	(1982) Cell-free synthesis of watermelon glyoxysomal malate dehydrogenase: a comparison with the mitochondrial isoenzyme.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6276405	(1982) N6,O2-dibutyryl cycle AMP and glucose regulate the amount of messenger RNA coding for hepatic phosphoenolpyruvate carboxykinase (GTP).	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6291025	(1982) cAMP stimulates transcription of the gene for cytosolic phosphoenolpyruvate carboxykinase in rat liver nuclei.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6758852	(1982) Molecular organization of human L and L pyruvate kinases.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6809060	(1982) Renal phosphoenolpyruvate carboxykinase turnover in hypo- and hyperthyroid rat in vivo.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6953967	(1982) Subcellular localization of chicken liver xanthine dehydrogenase. A possible source of cytoplasmic reducing equivalents.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6981428	(1982) Peptide structures of pyruvate kinase isozymes: 2. Origins of types M1 and M2 isozymes suggested from species-variations in their peptide maps.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7053386	(1982) Active subunits in hybrid-modified malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7054143	(1982) Purification and properties of pyruvate kinase from Streptococcus mutans.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7068771	(1982) Changes in NAD(P)+-dependent malic enzyme and malate dehydrogenase activities during fibroblast proliferation.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7074111	(1982) A kinetic analysis of the distinct regulatory sites on rabbit muscle pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7076647	(1982) Gluconeogenesis in the kidney in vivo in fed rats. Circadian change and substrate specificity.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7077260	(1982) Immunochemical characterization and quantification of larval brine shrimp malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7104366	(1982) Affinity labeling of rabbit muscle pyruvate kinase with dialdehyde-ADP.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7142142	(1982) Regulation of mitochondrial malate dehydrogenase. Evidence for an allosteric citrate-binding site.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7150238	(1982) A simple enzymic method for the synthesis of [32P]phosphoenolpyruvate.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6259031	(1981) Catabolite repression during single and multiple induction in Escherichia coli.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6264961	(1981) Exogenous, but not endogenous, cyclic GMP reduces hepatic pyruvate kinase activity.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6268175	(1981) Purification of a Ca2+-activated protease from rat erythrocytes and its possible effect on pyruvate kinase in vivo.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6457738	(1981) Bioenergetic alterations in cultivated pulmonary artery and aortic endothelial cells exposed to normoxia and hypoxia.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6947246	(1981) Comparative inhibition of mitochondrial and cytosolic phosphoenolpyruvate carboxykinases by stereospecific substrate analogues.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6975124	(1981) Induction of mitochondrial phosphoenolpyruvate carboxykinase in the liver of Rana catesbeiana tadpole treated with 3,5,3-triiodothyronine and undergoing natural metamorphosis.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7028132	(1981) Effect of unsaturated fatty acids on the biosynthesis of glucose-repressed enzymes in yeast.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7038046	(1981) Immunofluorescence and histochemical methods for neural M1 pyruvate kinase localization.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7237771	(1981) Specific spectrophotometric assay for the M isoenzymes of pyruvate kinase in plasma samples containing mixtures of the muscle (M) and liver (L) isoenzymes.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7238977	(1981) Control of gluconeogenesis in chick (Gallus domesticus) isolated hepatocytes: effect of redox state and phosphoenolpyruvate carboxykinase (EC 4.1.1.32) location.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7260199	(1981) [Kinetic properties of plant malate dehydrogenase].	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7275987	(1981) The N-ethylmaleimide-sensitive cysteine residue in the pH-dependent subunit interactions of malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7287734	(1981) Mn2+-sensitive and -insensitive forms of phosphoenolpyruvate carboxykinase (GTP).	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7322190	(1981) Some kinetic properties of pyruvate kinase from Trypanosoma brucei: influence of pH and fructose-1,6-diphosphate.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7462244	(1981) Subunit interactions in mitochondrial malate dehydrogenase. Kinetics and mechanism of reassociation.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7462245	(1981) The immobilization of mitochondrial malate dehydrogenase on Sepharose beads and the demonstration of catalytically active subunits.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:16661347	(1980) Conceptual Error in Determination of NAD-Malic Enzyme in Extracts Containing NAD-Malic Dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:17248990	(1980) Genetic control of malate dehydrogenase isozymes in maize.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6108133	(1980) Regulation of hepatic phosphoenolpyruvate carboxykinase (GTP). Role of dietary proteins and amino acids in vivo and in the isolated perfused rat liver.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:6450896	(1980) The electrophoretic mobilities and activities of eleven enzymes of bloodstream and culture forms of Trypanosoma brucei compared.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6769486	(1980) Physicochemical and catalytic properties of thermostable malate dehydrogenase from an extreme thermophile Thermus flavus AT-62.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7213646	(1980) Effect of phosphoenolpyruvate analogs on the activity of enoylpyruvate transferase and the effect of UDP-N-acetylglucosamine on the reactivity of the active site SH group.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7378342	(1980) Tryptophan and the control of triglyceride and carbohydrate metabolism in the rat.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7393565	(1980) Purification and properties of malate dehydrogenase from the extreme thermophile Bacillus caldolyticus.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7397200	(1980) Responses of hepatic phosphoenolypyruvate carboxykinase activities from normal and diabetic rats to quinolinate inhibition and ferrous ion activation.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7402332	(1980) A specific enzyme is not necessary for vanadate-induced oxidation of NADH.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:7407201	(1980) Inactivation and modification of phosphoenolpyruvate carboxykinase differentially labeled with bromopyruvate.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:7440714	(1980) Regulation of glycolytic enzyme activity during chronic hypoxia by changes in rate-limiting enzyme content. Use of monoclonal antibodies to quantitate changes in pyruvate kinase content.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:17248949	(1979) Chromosomal Location of Two Mitochondrial Malate Dehydrogenase Structural Genes in ZEA MAYS Using Trisomics and B-A Translocations.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:222327	(1979) Mechanism of inhibition of malate dehydrogenase by thyroxine derivatives and reactivation by antibodies: homogeneous enzyme immunoassay for thryroxine.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24407397	(1979) Carbon assimilation by different developmental stages of Laminaria saccharina.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:290995	(1979) Nucleoside triphosphate regeneration decreases the frequency of translation errors.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:291050	(1979) Bioenergetic pattern of turtle brain and resistance to profound loss of mitochondrial ATP generation.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:387087	(1979) Two forms of pyruvate kinase in Escherichia coli. A comparison of chemical and molecular properties.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:435273	(1979) Interaction of mitochondrial malate dehydrogenase monomer with phospholipid vesicles.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:44423	(1979) Influence of the temperature on the MDH activity of cytosol and submitochondrial fractions of rat liver in different buffers.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:457518	(1979) Sensitization of tolerant mice to cold with a serum factor induced by endotoxin.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:476513	(1979) Binding of mitochondrial malate dehydrogenase to mitoplasts.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:497228	(1979) Functional changes associated with the sequential transformation of L4 into L4 pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
