#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27473374	(2016) Proteinase-activated receptor 2 (PAR2) in hepatic stellate cells - evidence for a role in hepatocellular carcinoma growth in vivo.	7	88	1.91	9.80e-06	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000360997,9606.ENSP00000451040	MMP2,GAPDH,ANGPT2,ANG,CD47,ADAMTS13,PGF
PMID:17928160	(2007) Neuroactive steroids modulate HPA axis activity and cerebral brain-derived neurotrophic factor (BDNF) protein levels in adult male rats.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17934253	(2007) Corticotropin-releasing hormone and pro-opiomelanocortin gene expression in female monkeys with differences in sensitivity to stress.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17935226	(2007) Antiangiogenic treatment with sunitinib ameliorates inflammatory infiltrate, fibrosis, and portal pressure in cirrhotic rats.	2	4	2.71	0.0191	9606.ENSP00000314897,9606.ENSP00000451040	ANGPT2,PGF
PMID:17951532	(2007) Pituitary adenylate cyclase-activating polypeptide stimulates corticotropin-releasing factor, vasopressin and interleukin-6 gene transcription in hypothalamic 4B cells.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17958903	(2007) Possible use of repeated cold stress for reducing fatigue in chronic fatigue syndrome: a hypothesis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17959886	(2007) The regulation of adrenocorticotrophic hormone receptor by corticotropin-releasing hormone in human fetal adrenal definitivetransitional zone cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17961030	(2007) Diagnostic approach to Cushing disease.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17961655	(2007) [Endocannabinoid system: from metabolic to neuroendocrine effects].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17963955	(2007) Localized increases in corticotropin-releasing factor receptors in pulp after dental injury.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17970286	(2007) Hormonal responses to acute exercise, training and overtraining. A review with emphasis on the horse.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17976910	(2007) Peripheral lipopolysaccharide administration transiently affects expression of brain-derived neurotrophic factor, corticotropin and proopiomelanocortin in mouse brain.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18000306	(2007) Neuroendocrine profiling in inherited stress-induced arterial hypertension rat strain with stress-sensitive arterial hypertension.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18053237	(2007) Plasma concentrations of cortisol and PGF2alpha metabolite in Danish sows during mating, and intrauterine and conventional insemination.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18055422	(2007) Stimulation of the hypothalamic-pituitary-adrenal axis with corticotropin releasing hormone in patients with psoriasis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18063931	(2007) May primary empty sella turcica be a cause of isolated ACTH deficiency? A case report and the review of related literature.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18069356	(2007) [Ghrelin and sleep].	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18079591	(2007) Expression of adrenocorticotropic hormone, prolactin and transcriptional factors in clinically nonfunctioning pituitary adenoma.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18179304	(2007) CRH-sub-1 receptor antagonists for the treatment of depression and anxiety.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18198593	(2007) [The role of hormones of hypothalamic-pituitary-adrenocortical system in regulation of pain sensitivity].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18209858	(2007) Pitfalls in the diagnosis of Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18209859	(2007) Ectopic ACTH syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18209862	(2007) Unusual causes of Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18209867	(2007) Cushings syndrome in pregnancy: an overview.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18209871	(2007) The role of bilateral inferior petrosal sinus sampling in the diagnosis of Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:18209875	(2007) Criteria of cure and remission in Cushings disease: an update.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:19300594	(2007) Family history, early adversity and the hypothalamic-pituitary-adrenal (HPA) axis: Mediation of the vulnerability to mood disorders.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:19718307	(2007) Para aortic ganglioneuroma presenting as Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:23675054	(2007) Evidence for the Effects of Xanthohumol in Disrupting Angiogenic, but not Stable Vessels.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000314897	MMP2,ANGPT2
PMID:24351449	(2007) Prepro-TRH 178-199 inhibits histamine- or restraint stress-induced activation of corticotropin releasing hormone production in rat hypothalamus.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:24459514	(2007) Long-term Follow up of Congenital Adrenal Hyperplasia Patients with Hyponatremia.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16112814	(2006) Neuropeptide Y (NPY) shortens sleep latency but does not suppress ACTH and cortisol in depressed patients and normal controls.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16133132	(2006) Hypothalamic-pituitary-adrenal axis and ethanol modulation of deoxycorticosterone levels in cynomolgus monkeys.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16135696	(2006) Difference in progesterone-receptor isoforms ratio between early and late first-trimester human trophoblast is associated with differential cell invasion and matrix metalloproteinase 2 expression.	2	3	2.84	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:16144820	(2006) Hypothalamic paraventricular nucleus, but not vasopressin, participates in chronic hyperactivity of the HPA axis in diabetic rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16165252	(2006) Regulation of the rat brain endothelin system by endogenous beta-endorphin.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16195412	(2006) G protein-coupled receptor kinase 2 involvement in desensitization of corticotropin-releasing factor (CRF) receptor type 1 by CRF in murine corticotrophs.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16210372	(2006) Changes in hypothalamic corticotropin-releasing hormone, neuropeptide Y, and proopiomelanocortin gene expression during chronic rapid eye movement sleep deprivation of rats.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16219718	(2006) An assessment of petrosal sinus sampling for localization of pituitary microadenomas in children with Cushing disease.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16237393	(2006) Changes of sleep architecture, spectral composition of sleep EEG, the nocturnal secretion of cortisol, ACTH, GH, prolactin, melatonin, ghrelin, and leptin, and the DEX-CRH test in depressed patients during treatment with mirtazapine.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16311047	(2006) Novel in vitro perfusion system for the determination of hypothalamic-pituitary-adrenal axis responses.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16332379	(2006) The effect of confinement during lactation on the hypothalamic-pituitary-adrenal axis and behaviour of primiparous sows.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16338231	(2006) Corticotropin-releasing factor and neuropeptide Y mRNA levels are modified by glucocorticoids in rainbow trout, Oncorhynchus mykiss.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16360122	(2006) Single exposure to social defeat increases corticotropin-releasing factor and glucocorticoid receptor mRNA expression in rat hippocampus.	2	8	2.41	0.0191	9606.ENSP00000229239,9606.ENSP00000276571	GAPDH,CRH
PMID:16368077	(2006) Glucocorticoids and relapse of major depression (dexamethasonecorticotropin-releasing hormone test in relation to relapse of major depression).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16376890	(2006) Involvement of corticotropin-releasing factor and adrenocorticotropic hormone in the ovarian maturation, seawater acclimation, and induced spawning of Liza ramada.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16396985	(2006) Hypoactivity of the hypothalamo-pituitary-adrenocortical axis during recovery from chronic variable stress.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16397092	(2006) Prenatal exposure to dexamethasone alters hippocampal drive on hypothalamic-pituitary-adrenal axis activity in adult male rats.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16402918	(2006) Differential gene and protein expression in abluminal sprouting and intraluminal splitting forms of angiogenesis.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000314897	MMP2,ANGPT2
PMID:16403502	(2006) CRF and stress in fish.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16410296	(2006) Stress history and pubertal development interact to shape hypothalamic-pituitary-adrenal axis plasticity.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16413023	(2006) Widespread tissue distribution and diverse functions of corticotropin-releasing factor and related peptides.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16416158	(2006) Developmental exposure to corticosterone: behavioral changes and differential effects on leukemia inhibitory factor (LIF) and corticotropin-releasing hormone (CRH) gene expression in the mouse.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16426606	(2006) Regulation of behavioral responses by corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16432622	(2006) Neuroregulation of the hypothalamus-pituitary-adrenal (HPA) axis in humans: effects of GABA-, mineralocorticoid-, and GH-Secretagogue-receptor modulation.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16457953	(2006) Continuous i.c.v. infusion of brain-derived neurotrophic factor modifies hypothalamic-pituitary-adrenal axis activity, locomotor activity and body temperature rhythms in adult male rats.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16467980	(2006) Bilateral adrenalectomy for ectopic Cushings syndrome-discussions on technique and indication.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16472586	(2006) Hypothalamic-pituitary-gut axis dysregulation in irritable bowel syndrome: plasma cytokines as a potential biomarker?	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16478558	(2006) Maternal and environmental factors influence the hypothalamic-pituitary-adrenal axis response to corticotropin-releasing hormone infusion in offspring of mothers with or without mood disorders.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16480985	(2006) RT-PCR analysis of the expression of POMC and its processing enzyme PC1 in amphibian melanotropes.	2	4	2.71	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:16483815	(2006) Adrenal infections.	2	8	2.41	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16489937	(2006) Mode of delivery is associated with maternal and fetal endocrine stress response.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16492693	(2006) Adrenocorticotropin preferentially up-regulates angiopoietin 2 in the human fetal adrenal gland: implications for coordinated adrenal organ growth and angiogenesis.	2	4	2.71	0.0191	9606.ENSP00000314897,9606.ENSP00000384092	ANGPT2,POMC
PMID:16494952	(2006) Hypothalamus-pituitary-adrenal axis during Trypanosoma cruzi acute infection in mice.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16499881	(2006) Diminished cortisol levels in subordinate female marmosets are associated with altered central drive to the hypothalamic-pituitary-adrenal axis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16503922	(2006) Purinergic receptor ligands stimulate pro-opiomelanocortin gene expression in AtT-20 pituitary corticotroph cells.	2	3	2.84	0.0191	9606.ENSP00000304767,9606.ENSP00000384092	P2RY1,POMC
PMID:16507127	(2006) Fibroblast activation protein alpha is expressed by chondrocytes following a pro-inflammatory stimulus and is elevated in osteoarthritis.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:16516452	(2006) Antidepressant-like activity of a Kampo (Japanese herbal) medicine, Koso-san (Xiang-Su-San), and its mode of action via the hypothalamic-pituitary-adrenal axis.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16556758	(2006) Neuromedin U partially mediates leptin-induced hypothalamo-pituitary adrenal (HPA) stimulation and has a physiological role in the regulation of the HPA axis in the rat.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16569354	(2006) Angiogenic molecules in Hodgkins disease: results from sequential serum analysis.	2	6	2.54	0.0191	9606.ENSP00000314897,9606.ENSP00000336762	ANGPT2,ANG
PMID:16574788	(2006) Angiotensin II inhibition reduces stress sensitivity of hypothalamo-pituitary-adrenal axis in spontaneously hypertensive rats.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16574794	(2006) Neuropeptide S stimulates the hypothalamo-pituitary-adrenal axis and inhibits food intake.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16603191	(2006) Angiogenic profile of soft tissue sarcomas based on analysis of circulating factors and microarray gene expression.	2	6	2.54	0.0191	9606.ENSP00000219070,9606.ENSP00000314897	MMP2,ANGPT2
PMID:16624955	(2006) Peripheral antinociceptive effects of exogenous and immune cell-derived endomorphins in prolonged inflammatory pain.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16626608	(2006) Urocortin 2 and urocortin 3 are expressed by the human placenta, deciduas, and fetal membranes.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16626640	(2006) Effects of chronic fenfluramine administration on hypothalamic neuropeptide mRNA expression.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16630054	(2006) Pro-opiomelanocortin colocalizes with corticotropin- releasing factor in axon terminals of the noradrenergic nucleus locus coeruleus.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16631135	(2006) The hypothalamo-pituitary axis responses to lipopolysaccharide-induced endotoxemia in mice lacking inducible nitric oxide synthase.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16639867	(2006) Modified dexamethasone suppression-corticotropin-releasing hormone stimulation test: A pilot study of young healthy volunteers and implications for alcoholism research in adolescents and young adults.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16645774	(2006) Adrenocortical and thyroid systems of rats during the initial period of nociceptive influences.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16648900	(2006) Early remodeling of rat cardiac muscle induced by swimming training.	2	4	2.71	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:16651723	(2006) Ethanolic extracts from Curcuma longa attenuates behavioral, immune, and neuroendocrine alterations in a rat chronic mild stress model.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16675522	(2006) Neuroendocrine stress but not feeding responses to centrally administered neuropeptide Y are suppressed in pregnant rats.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16675846	(2006) Modulation of the human hair follicle pigmentary unit by corticotropin-releasing hormone and urocortin peptides.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16707802	(2006) Urocortin 2-deficient mice exhibit gender-specific alterations in circadian hypothalamus-pituitary-adrenal axis and depressive-like behavior.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16740657	(2006) Characterization of a ultraviolet B-induced corticotropin-releasing hormone-proopiomelanocortin system in human melanocytes.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16756677	(2006) Carney complex (CNC).	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16758243	(2006) Time course of hypothalamic-pituitary-adrenocortical axis activity during treatment with reboxetine and mirtazapine in depressed patients.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16761960	(2006) Immunoreactivity of corticotropin-releasing hormone, adrenocorticotropic hormone and alpha-melanocyte-stimulating hormone in alopecia areata.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16790266	(2006) Plasma pregnenolone levels in cynomolgus monkeys following pharmacological challenges of the hypothalamic-pituitary-adrenal axis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16790274	(2006) Role of limbic peptidergic circuits in regulation of arterial pressure, relevant to development of essential hypertension.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16794011	(2006) Chronic intermittent psychosocial stress (social defeatovercrowding) in mice increases the severity of an acute DSS-induced colitis and impairs regeneration.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16794373	(2006) Endogenous subclinical hypercortisolism: Diagnostic uncertainties and clinical implications.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16809443	(2006) Urocortin 3 modulates the neuroendocrine stress response and is regulated in rat amygdala and hypothalamus by stress and glucocorticoids.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16816146	(2006) Expression of angiogenic growth factors by uterine natural killer cells during early pregnancy.	2	7	2.47	0.0191	9606.ENSP00000336762,9606.ENSP00000451040	ANG,PGF
PMID:16817870	(2006) Effects of arousal- and feeding-related neuropeptides on dopaminergic and GABAergic neurons in the ventral tegmental area of the rat.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16822586	(2006) Cocaine and amphetamine regulated transcript (CART) and the stress response.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16824495	(2006) Sex differences in the ACTH response to 24H metyrapone in depression.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16825324	(2006) Subpopulations of corticotrophs in the sheep pituitary during late gestation: effects of development and placental restriction.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16825606	(2006) Evidence that endogenous SST inhibits ACTH and ghrelin expression by independent pathways.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16828761	(2006) Seasonal changes in hypothalamic-pituitary-adrenal axis sensitivity in free-living house sparrows (Passer domesticus).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16836614	(2006) Downregulation of human endometrial IL-18 by exogenous ovarian steroids.	2	5	2.61	0.0191	9606.ENSP00000229239,9606.ENSP00000314897	GAPDH,ANGPT2
PMID:16840545	(2006) A Pituitary cell type coexpressing messenger ribonucleic acid of proopiomelanocortin and the glycoprotein hormone alpha-subunit in neonatal rat and chicken: rapid decline with age and reappearance in vitro under regulatory pressure of ...	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16845409	(2006) Neuroimmunology of stress: skin takes center stage.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16857744	(2006) Reciprocal regulation of a glucocorticoid receptor-steroidogenic factor-1 transcription complex on the Dax-1 promoter by glucocorticoids and adrenocorticotropic hormone in the adrenal cortex.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16861564	(2006) Bilateral inferior petrosal sinuses sampling in the routine investigation of Cushings syndrome: a comparison with MRI.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16878401	(2006) Regulation of synaptic transmission by CRF receptors.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16879774	(2006) Angiogenetic factors and biochemical markers of bone metabolism in POEMS syndrome treated with high-dose therapy and autologous stem cell support.	2	7	2.47	0.0191	9606.ENSP00000314897,9606.ENSP00000336762	ANGPT2,ANG
PMID:16889108	(2006) Somatic symptoms in depression.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16890377	(2006) Brain-derived neurotrophic factor Val66Met polymorphism and dexamethasoneCRH test results in depressed patients.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16891571	(2006) Neuroendocrine regulation of sleep disturbances in PTSD.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16899555	(2006) Effect of periconceptional undernutrition and gender on hypothalamic-pituitary-adrenal axis function in young adult sheep.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16914596	(2006) Corticotrope hypersecretion coupled with cortisol hypo-responsiveness to stimuli is present in patients with autoimmune endocrine diseases: evidence for subclinical primary hypoadrenalism?	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16916258	(2006) Molecular analysis of circulating RNA in plasma.	2	4	2.71	0.0191	9606.ENSP00000229239,9606.ENSP00000276571	GAPDH,CRH
PMID:16918427	(2006) Efficacy and mechanisms of action of lithium augmentation in refractory major depression.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16925589	(2006) Hypo-response of the hypothalamic-pituitary-adrenocortical axis after an ethanol challenge in prenatally stressed adolescent male rats.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16926523	(2006) A Case of acromegaly associated with subclinical Cushings disease.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16932253	(2006) Difficulty in the diagnosis of Cushing disease.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16934232	(2006) Repetition rates of specific interval patterns in single spike train reflect excitation level of specific receptor types, shown by high-speed favored-pattern detection method.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16943587	(2006) Hypothalamic ghrelin treatment modulates NPY-but not CRH-ergic activity in adrenalectomized rats subjected to food restriction: Evidence of a novel hypothalamic ghrelin effect.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16949213	(2006) Lipopolysaccharide induces preproenkephalin transcription in hypophysiotropic neurons of the rat paraventricular hypothalamic nucleus suggesting a neuroendocrine role for enkephalins during immune stress.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16959375	(2006) CRH inhibits NF-kappa B signaling in human melanocytes.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:16962144	(2006) Relationship among nitric oxide, leptin, ACTH, corticosterone, and IL-1beta, in the early and late phases of adjuvant arthritis in male Long Evans rats.	2	4	2.71	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:16988487	(2006) Angiogenic proteins are expressed by brain blood vessels in Alzheimers disease.	2	5	2.61	0.0191	9606.ENSP00000219070,9606.ENSP00000314897	MMP2,ANGPT2
PMID:16989778	(2006) Successful antidepressant therapy restores the disturbed interplay between TNF-alpha system and HPA axis.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17014957	(2006) Alpha-MSH and gamma-MSH modulate early release of hypothalamic PGE2 and NO induced by IL-1beta differently.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17033098	(2006) The involvement of nitric oxide and prostaglandins in the cholinergic stimulation of hypothalamie-pituitary-adrenal response during crowding stress.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17034518	(2006) Investigation of the corticotropin-releasing hormone-proopiomelanocortin axis in various skin tumours.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17034955	(2006) Prediction of treatment response by HPA-axis and glucocorticoid receptor polymorphisms in major depression.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17039427	(2006) Cushings syndrome due to ectopic CRH secretion by adrenal pheochromocytoma accompanied by renal infarction.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17045988	(2006) Administration of antisense oligonucleotide against pro-opiomelanocortin prevents enduring hormonal alterations induced by neonatal handling in male mice.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17047543	(2006) Osteogenic protein-1 induced gene expression: evaluation in a posterolateral spinal pseudarthrosis model.	2	5	2.61	0.0191	9606.ENSP00000229239,9606.ENSP00000336762	GAPDH,ANG
PMID:17062889	(2006) Ectopic ACTH syndrome: our experience with 25 cases.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17062929	(2006) [Anti-depressive effect of Baisong tablets on the chronic mild unpredicted stress depression in rats].	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17077950	(2006) Cushings disease.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17082811	(2006) Cushings syndrome caused by an occult source: difficulties in diagnosis and management.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
